182767706762780673	10086082	neutral	3 hrs to go before the 2nd to the last episode ! wherever you are josh bradley | david archuleta in nandito ako | alwyn ana rs in tv5 manila
176550641144053760	32493604	positive	#nowwatching the kandi factory , and i'm liking it so far .
100109032043458560	30754888	neutral	if i do get the pjob in bristol at espn all yall gotta come pay with me before i leave . i would let yall know asap . and the night before
103174922511192064	51755720	positive	quite enjoying AT_USER on mnf - he looks more at home sat down tho - i don't think he knows what to do with his hands when he's stood up
264014836009140225	270368047	positive	thanks to jesus , cvs , my mom & my mary ... i was able to kick this flu in 1 week ! now to make it w/out my maryjane until monday ! #struggles
200031568482414593	89051322	neutral	AT_USER : what should tomorrow night's #kandikoatednight topic be ??? -- how i'm going to get on kandi factory !
100184261432328192	52835205	neutral	AT_USER no out of market broadcast tonight with the espn game on at the same time though , correct ?
100017748008112128	216779572	neutral	premium version of the ipad 2 may be in the works HTTP_LINK
264210454207942656	27047923	positive	thanks for making this snowy day so pleasant ! echo and penny will be in friday morning at 10 !
262431980078104576	259597230	positive	AT_USER fancy going to the leonard cohen conce with me n my madre november 9 ? it should be heavenly
262844713323859968	416460622	negative	i haven't bought my kit and ncs is tomorrow . my frame of mind right now is just #leaveityeah
259844720891678721	156560832	negative	absolutely smashed . up early tomorrow to get to the strawberry by st james ' park . fuck the mackems
261898742863630337	492070009	neutral	" avril lavigne is having a conce tomorrow night in the park . sonic's opening for her . you wanna come ? "
261626201976745984	28251733	neutral	anyone going to siberia for the hod show on saturday ?
261760658138337280	235222780	negative	netanyahu's new alliance with lieberman may not mean an automatic win in the election . HTTP_LINK
263391857453699072	74584169	positive	okay so today is tatum tuesday ! retweet if you like channing tatum !
260503781429608448	26140245	neutral	1st i thought he was david ruffin impersonator . then i thought he was a backup singer for miguel . sn : your c HTTP_LINK
264148146450464768	822458017	neutral	AT_USER fashion tip for everyone at the derby tomorrow HTTP_LINK
100184693491769344	203815329	positive	in barcelona tomorrow ... time to bring out the tees and shos EMOTICON_HAPPY)
264160697439645698	430352033	neutral	3 yard td run get calhoun even with east at 7-7 . 5:53 , 1st q ,
263020362793631744	87488623	negative	AT_USER what lies have they told ? catholics may have been ' ethnically cleansed ' in some areas but protestants got it worse , no ...
263983521956249600	237990352	negative	ignored again man c v ajax itv tues , celtic v barca skys2 wed , AT_USER so it out ya fuds
260907914263400448	325867894	negative	last day of bca tomorrow . -lori of off say yes to dress has breast cancer . EMOTICON_SAD
257252210692476928	308287551	negative	price may have laid out fraundley harrison out pretty bad and easily , but still both klitschko brother wipe the floor with him . #boxing
100121591660294144	290148748	positive	" AT_USER : twitterverse blowing up about shannon sharpe's awesome hof speech . we'll have the video clip on nfl.com a little later tonight . "
263868502924984320	876861920	neutral	AT_USER oh , i got ham . and i ate reggie's ham . and i ate brian's ham . tomorrow i'm getting more bc my dad said he's going to the store !
100170544636375041	204864531	negative	hello there , i hear that the stinking working class , were rioting in london last night , do you see why i'm in italy , bloody rif raf . hear hear
253863811210162176	604051521	positive	for all you cyclists and film fans , today is the sta of the bicyclefilmfestival AT_USER at the barbican centre until sunday !
264180373813067776	747740737	neutral	fb : three runs do the trick for mtsu and they are out to their own 33-yard line . 1st and 10
264196013978435586	17331252	neutral	cricket australia have downplayed ricky ponting's hamstring injury , saying he should be ready to play in the first test on nov 9 . #cricket
264221284630667264	53308140	neutral	i'll be giving 2 presentations @ the center for photographic a in carmel , ca on sat . 11/3 HTTP_LINK #photography
258068597681823744	760835952	positive	AT_USER i know it was the best day ever i'm soo happy ! are you going to write on your arm or hand robsten unbroken tomorrow ? c :
262134513868619777	21075591	positive	how cool . movies under the stars at adelaide oval ... if i was in sa tomorrow night i would be all over this : HTTP_LINK
100017632790585344	122586477	positive	my mom just told me she's getting an ipad 2 on friday ... i better get a mac for christmas .
103957750249291776	126960861	positive	AT_USER dunno , sky repoing it tonight , eveon & bolton also interested according to twitter search
102221270158024704	184118837	positive	florida !! get your tickets to the locash cowboys show aug 26th at boots n buckles . they are selling like hotcakes !!
104698640848797697	44185939	positive	good gig tonight in derby !!!
260851260956221440	242895807	positive	AT_USER mines personal thinking tebow is better then flacco . i don't care how bad he played sunday
263164621064650752	526856921	negative	hmmm ... it occurs to me that i haven't received a residual check in nearly a year now . i think i should email sag tomorrow .
100967831826481152	127731483	neutral	AT_USER AT_USER where is the 14th coming from ? oklahoma ? clemson ? i see sec going to 16 before 13 .
100031826797670401	18954215	positive	good luck and have fun ! i'm think about ya'll in dallas today . AT_USER AT_USER #fight #alzheimers
263874847623503873	329990840	neutral	i'm going to walgreens tomorrow because i know there's gonna be a sale on halloween candy .
262395238813954049	335742830	negative	im so mad at catholics im going to a baptist church tomorrow and conveing #boilingmad
262190270219689984	49053573	neutral	back in the day when catholics ate fish every friday , our school thought it'd serve for lunch the best of both worlds : tunafish hot dogs .
250652043944017920	285680794	neutral	AT_USER capello had a draw in his 4th game with juve in the serie a ( 2004/2005 ) .
258275049075769344	36706727	neutral	hip hop fans ! #talibkweli - idle warship with #res this fri @ adrienne arsht center for the performing as HTTP_LINK
261091267478437889	73873008	neutral	get to know amy lee ! want to know more about evanescence's leading lady amy lee ? amy sat down to answer some of ... HTTP_LINK
104530908408840193	289714354	negative	AT_USER same way as in bolton are being stubborn and not talking or demanding a stupid fee ? are you expecting jim to sign today ?
264182638816919552	446301191	positive	AT_USER hell yea lmfaoo , & see you tomorrow asia baby EMOTICON_HAPPY
264218415932256256	358270494	neutral	also ... sun belt barn burner on the u ... mtsu just took a kick to the house to go up 34-27 on western kentucky AT_USER #mtsu
261011809081896960	36640651	positive	#argo is set to receive best film , director and writing noms at the oscars , at the very least . and may be , a direction .
264227710480564224	164134582	negative	the fact that i have no plans tomorrow night & it's my last night in fl for a min <<<
261142891299229697	37421901	neutral	rafeef ziadah is joining us at the rich mix alongside mark gonzales this monday ! HTTP_LINK
199403471752003584	193187122	positive	congrats !!! to the philippine patriots for winning over singapore slingers last saturday ... go patriots !!! EMOTICON_HAPPY
263785642675302400	412733737	negative	a 5th grader just told me she got iss today when i asked her why he told me that she told her teacher that she had a big butt ...
100167594929176576	239446989	positive	lucky i didnt go to the spurs game last night
100303579818102784	70261050	positive	i love football season !! lets get it !! high school games friday night ... nfl games sunday !!!
196264203621892097	71529650	positive	heat vs knicks is gonna be the most exciting 1st round series
247870657654833154	778112179	positive	may possibly like dream high 2 better than the original ! #gasp !
262391536522756096	575907829	negative	i have a very strong dislike for george zimmerman . i really do . why isn't he in jail ! can't wait for him to be sentenced in june .
263748285343358976	181289133	neutral	cj and kreckman wednesday : the guys are at stoney's getting ready for the nuggets season opener . altitude's chris ... HTTP_LINK
264222400831447040	21794702	negative	this olive garden commercial is so stupid . why would i want old pasta tomorrow ?
176609672424468481	85352200	positive	premier league team of the week : van persie makes cut for 10th time this season as szczesny , evans & ashley young star HTTP_LINK
264039095733460992	31366848	positive	hammond : we now have a balanced budget with an affordable equipment programme , backed by what will still be the 4th largest defence budget .
264246661344272384	37774756	positive	just found out that the boys will be on ellen on november 9th ... ahhh so happy :')
264140098680008704	257784330	positive	i just hope danica meets justin tomorrow . and danielle . they both deserve it . they suppo justin with everything they have . #jbmeetdanica
200211372716457984	26859352	positive	tonight's the decider -- will i be at the garden friday night for knicks/heat game 6 ? here's hoping for a miracle ...
243772084126371840	19713261	positive	AT_USER cool , come to monday group , they would love it , we often do day trips out together , fire station , world book day and stuff !
263918117770645505	16457083	negative	AT_USER mostly just a misunderstanding over who called whom . bigger issue is pepper-spraying people who want to march on republic day
251197837688324096	26461976	positive	may god be with and protect everyone else from the storm that's about to hit constitution hall
208158501451743233	442446858	positive	AT_USER happy 4th monthsary slaniesse !! EMOTICON_HAPPY wishing you guys more more months and years together . stay strong for slater and deniesse ! EMOTICON_HAPPY
100213293293121536	46476187	positive	AT_USER you in london on wednesday ? we're being tourists with my brother's merlin pass !! hope you're having a good break EMOTICON_HAPPY
264196080764321793	235855923	neutral	AT_USER good morning , hong kong ! meme pa ang kasama ko , may headache EMOTICON_SAD what's the jap resto again in lkf other than ippudo ?
172472887779917824	346826218	positive	in honor of national margarita day come and enjoy $3 margarita's , and the usual wednesday specials $1 drafts and free food buffett !!!
264169584368685061	17015168	neutral	it's like groundhog day . 2nd day here . (@ chirping chicken ) HTTP_LINK
244758369800441857	465114198	neutral	#trayvon my daily tweet ( 9-09 ) in memory of trayvon main- killed 197 days ago . ~ may you rest in peace ~ ( praying and hoping for the family )
264162997088436224	93655075	positive	#twitition mcfly come back to argentina but this time we want to come to mar del plata !!! HTTP_LINK
253360046057078784	470747187	neutral	#middleschoolmemories when i went to marana for the last 2 months of 8th grade i got sent to iss everyday .
256368779594964992	384272833	neutral	playstation network maintenance on october 15 : services going offline , possibly to make way for the new ps store ... HTTP_LINK
264105468119613440	315045227	positive	AT_USER i'm so excited for the magic game this friday . we play denver so don't un-follow me
258779389985173504	551648916	neutral	grammy and caleb going freepo tomorrow chalee ,
213414493101891584	571269603	neutral	going to jungle island tomorrow
110630946876821504	29416980	positive	excellent performance by pj harvey last night ! hairs on back of neck stuff ! good company too with AT_USER , AT_USER and andrea EMOTICON_HAPPY
263865671996305408	422325181	neutral	watching act of valor for about the 17th time . but who's counting
264199814126919680	64342678	negative	AT_USER i just got back from hawaii on monday and i'm feeling sick too .
100078802436243456	253362987	positive	AT_USER ooo ... i think he's in milan . are you happy today ?
264225195550703616	620414436	positive	so i might go to the selma vs . kingsburg game tomorrow EMOTICON_HAPPY
100621753209982976	23786679	positive	 AT_USER #jeopardy where everyone will be watching the ravens vs eagles game this thursday ... what is AT_USER ? #goodanswer
261145604372172801	278721080	neutral	what's the difference in a " vow " ( HTTP_LINK … ) and a " promise " ( HTTP_LINK … ) AT_USER #tcot
263911979188645888	251396920	negative	i have an impoant race tomorrow , which determines if we make cif , and i'm sitting here eating donuts ..
115871164794019840	21067566	positive	i just talked to melissa mccahy . so happy she won last night . she called to offer me a role in bridesmaids 2 .
115674753829830656	25114461	positive	i have 2 say i thought the #emmys were great tonight . melissa mccahy , peter dinklage , kyle chandler , ty burrell , julie bowen- all amazing !
253509300981477376	17768833	neutral	i may have just splurged on this : ' firefly : a celebration ( anniversary edition )' by joss whedon ... #dontjudgeme HTTP_LINK …
262608063079526401	172452445	negative	drexel classes are cancelled monday and tuesday .. now i just need work to be cancelled ..
253079520846946304	361889362	positive	good luck to joseph calleja tonight at the brits . see he's appearing at the royal festival hall on friday 11 jan in raymond gubbay conce
263405148641054720	557170095	positive	AT_USER aww thank you danica ! you are an amazing person with so much talent and love ! hope to see you in miami this coming march .
255725969476820992	6153592	negative	AT_USER if cundiff is still the kicker come sunday i'm staing a riot .
264241732948992000	410852651	positive	great #tetra in india event in mumbai . next event tuesday in jakaa . see you there ? HTTP_LINK
251708257947758593	8671262	positive	just handed in my application for the marie colvin scholarship at the sunday times . an exciting moment .
264199647298465793	355938183	neutral	i may or may not be in love with carrie underwood
101012962420072448	25904710	negative	AT_USER picture it's 9pm , rural nebraska truckstop , snow flurries , february , starving . food options at food cou . yikes .
100155849128943616	27047938	negative	AT_USER obviously we're not looking great right now , but the ' arsenal will finish 5th ' prediction is wrong every year !
259605117853110272	441305852	negative	sreven taylor will look pretty daft after the mackems win tomorrow , i really think they will beat you . parmo
253717454252027904	842168137	neutral	come check out AT_USER at the black dahlia on saturday night ! it's going to be a pay !
260954930079211521	32473230	neutral	to go to astrology night tomorrow or to not go to astrology night tomorrow . that is the question .
218786804575379456	282108659	neutral	come to the petrolia farmers market tomorrow to pick up the last of your long wknd food supplies !
258607386393186304	51104663	neutral	all you need to know about the ref for sunday's game , main atkinson : HTTP_LINK ? sunderland v newcastle #nufc #safc
259947548003942400	70543011	positive	alan rickman reading return of the native- perfect sunday listening #bliss
250929234997039104	399878389	neutral	mashed out to " niggas in paris " in the club while in paris ... as cliche as it may sound . #weouthere
264113005078405120	19816683	neutral	me and AT_USER booked in to see a good day to die hard on february 14 2013 ( valentine's day ) .
263454418886873088	24053331	neutral	AT_USER i wrote this earlier , do you agree that kg may be a less likeable ray lewis ? HTTP_LINK
260534516773425152	36255427	neutral	capt and chloe were at the fall for horses event at the new jersey horse park on sunday in allentown , nj and had ... HTTP_LINK
111696208740884480	190686764	neutral	why not join us for breakfast this morning at 9am for the opening game of the 2011 rugby world cup as host nation new zealand play tonga
261901260087762945	354510259	neutral	6 people left in the world and one of them is bill murray ... there's only 5 people ... who's the 6th ???
263818614442962944	562543331	negative	time for james harden ( 34 points ) to step aside and let jeremy lin takeover the 4th #linsanity #sarcasm
213357035683721216	38292346	positive	lots of fun this weekend . we're at the mardis gras casino friday night from 8 to midnight . then on sunday ... HTTP_LINK
253310466024169472	401099806	positive	just got him tickets to the knicks vs celtics game on october 20 lmfao how mad would he be ?
264227471287803904	168698611	negative	my sister just sat up and asked where katie was going to sleep . she is a little too old for an imaginary friend , don't ya think ?
264096683766456320	93522700	negative	stacie just hit me up and said my packages might be up here tomorrow if that's the case i'm not going to the rave in san fran . #priorities
262259226787856384	264376678	positive	hermione , sun drop girl , and danica patrick . there's something ya don't see every day ! HTTP_LINK
264216735694069760	619575390	negative	omg the music video comes out tomorrow ! btw i still can't get over harry's voice :') HTTP_LINK …
257841881592000512	393054918	neutral	who's going the homecoming game friday ? brookwood vs central EMOTICON_HAPPY
264157563690561536	59481866	neutral	spending my last night in indianapolis with my mom and cousin . headed to idaho tomorrow ! HTTP_LINK
261561580184027136	464521689	neutral	AT_USER again it was a thurs watching nadal game and tried to type ffs ...
100109015123640321	241116563	neutral	#news sail may tie up with nfl for rs 4,450 -cr sindri plant : " nfl is the likely paner for sai ... HTTP_LINK AT_USER #ak
100032613074485248	79893160	positive	finally wrapped up shooting in vegas , time for a good night on the town EMOTICON_HAPPY
239093066982641664	53388776	neutral	its done ! my brother just got married ... we turnin up at jett lounge tonight and at grannys house tomorrow
248103468949188609	21582436	neutral	#g8m steve emerson on sun explains the riots and real motives HTTP_LINK … #tcot #teapay
262562276727476226	623205262	positive	AT_USER it's not that bad , we have purim , which it's almost the same thing but it's on march
261902296210886656	26060394	positive	AT_USER AT_USER just saw jennifer hudson on 26th street she looks great !! super skinny
252117920291901440	449481856	positive	AT_USER happy 16th bihday rella . get drunk for me frl . enjoy your day & wish you many more !
100156420724490240	157505744	negative	time may be running out for auburn's benton : i knew i wasn't running it full speed . " effo isn't predetermined ... HTTP_LINK
259516324366139393	336684477	negative	this may be the sickest movie ever .. black forest now fairies ? #wow #iwantone
264249140211499008	72483670	positive	may have a man crush on ace ! like how is someone just naturally tht sweet ! #hehasfourbrot @ laurel tavern HTTP_LINK
197760587860676608	76714475	neutral	this saturday come hang out with buran theatre on cinco de mayo as we drink up , tell stories and prep destructo ... HTTP_LINK
111368193779572736	50802964	positive	morning all . just woke up to madonna on the radio with borderline . cool
248551458054762497	5434112	positive	pitch darn well sent . holidays can begin . rick stein's for dinner tomorrow night ! see you in a week
241061609223618560	555494535	neutral	AT_USER french montana live @ dc star this saturday #labordaywkend s/o AT_USER check it out >> HTTP_LINK
257926535967821825	15475451	neutral	in nyc . do i wanna see 5x tony winner , peter & the starcatcher or paul rudd on stage on thurs ?
106585520066404352	203740421	negative	today , we found out that rob henry tore his acl , steve jobs is stepping down , the colts signed kerry collins , and the caer 4 leaked .
260627126741512192	161903472	neutral	20 june 2012 , out european tour pay drove the fabulous road from davos to stelvio . this is the last little bit ... HTTP_LINK
259655323122556929	400051029	negative	buses in the white ha lane & high road n17 area may be subject to diversion & delays due to tottenham hotspur match
172983924178419712	21310583	positive	our last draw for an hd tv is today , 24 feb ., at noon . good luck , everyone ! details to enter the #pplhdtv comp : HTTP_LINK …
247684596135780352	717199926	positive	happy new year to those who aren't into " anno domini " . shana tovah & all that good jazz ! looking forward to the chinese new year in feb .
240628203134271488	373699209	positive	AT_USER optimism : pancake day on sunday .
240553933116944384	533752023	positive	AT_USER AT_USER october people have principles .. & argue passionately for them , about them & act on them . ghandi , sadat , adt , me !
260544083234287616	18966061	positive	great seeing u . i'm host of google+ hangout #romneyrally wednesday of u want invite let me know #lynndebate AT_USER 
251014955497824256	59750002	negative	may infinite ranking king final episode with eng sub na . waaa EMOTICON_SAD
263949465575096320	117907394	negative	sorry for not replying much , working but most want sagna lb or tv5 shifted but remember kos and jenk played 120 mins tues too . #toughcall
214698744816472064	46399913	positive	a big congrats to kevin mccahy who was victorious on saturday in the presidents day comp with a fine performance of very steady golf .
97769590960033792	234505253	negative	i think it's time to sta calling the democrats offices , demand they use the 14th now , don't cave to nut jobs .
101435561788719106	339277860	positive	inbetweeners movie coming to cinemas in ireland on the 19th of august . i have never wanted to see a movie so bad !! #shouldbegood EMOTICON_HAPPY
259080015503835136	380276982	positive	my sis won tickets for the jonas brothers conce @ fo canning on monday ...
100018506082435072	25273039	neutral	had a little trip out to the old town of albuquerque , could easily be mexico or spain ! off to vegas 2moz should get there monday morning !
259369787858227200	728674076	neutral	AT_USER the galaxy s iii will be available in select stores this weekend and in all metropcs stores and our website on monday the 22nd . jg
222479870125539329	556400512	neutral	this thursday we have tickets to the special pre-screening event of " the donkey show " adrienne arsht center for ... HTTP_LINK
262047382651420672	67740784	neutral	early voting is open check out the mommy forum for a list of locations to get your votes in before super tuesday !... HTTP_LINK
100487851703148544	25982432	negative	league ? AT_USER : i just found that barcelona and real madrid are playing on sunday ... i need sleeping pills ...
238405729281785858	347488102	negative	AT_USER i'm meant to be going roundhouse , but decided tonight that i don't wanna go anymore , so gonna apply for joseph wright tomorrow
262621757419167744	145367514	neutral	bayer leverkusen now up to 5th - level on points with borussia domund , one of the big winners this weekend - nine behind bayern ...
263662854614441984	41753392	neutral	AT_USER are the rosters released for the rising stars game on sat yet ??
217704485198372865	230555191	negative	AT_USER real shit ray allen meeting with the knicks tomorrow
262718268794609664	601917534	neutral	wait what's suppose to be going on tomorrow at cypress ?
264207976510930944	301139909	positive	paper finished , cma's over , blake and miranda dominated , accounting hw got pushed to wednesday . going to bed happy EMOTICON_HAPPY
263469769972387840	145133930	neutral	i really wanted to go see plies tomorrow but all the ratchets gone be in there so i'll pass lol
261532391129116672	723714290	positive	gamble landed at ludlow with our first AT_USER selection hold cou winning at 13-8 from 9-2 . super duty ran well in 2nd and will be
258963066828513280	700695361	positive	catch me on sarah g live this sunday !! hehe ingat guys ! goodnight ! love you !! : ***
262607890232266753	430836090	neutral	at the half , bayer leverkusen 1-0 vs bayern munchen . let's score 2 or more in the 2nd half !! go munich !!
111416766239997952	36929339	neutral	i've got one ticket to the michael jackson tribute gig for sale on oct 8th dm AT_USER for details , please !
262371147990044672	49379092	neutral	typical sat with the team (@ nj national guard armory for meek mill , machine gun kelly , vado and funkmaster flex ) HTTP_LINK
202196122528251905	32201318	positive	doug wead we are not out , we are up ! the fight has just begun ! HTTP_LINK … vote ron paul tomorrow tuesday 5/15 in #or & #ne #peace
100155707663466496	260992976	positive	eh , em ... attention ! true blood is on tonight , oh yeah ! sink ur teeth into it ! lol
103476400325013504	182015425	neutral	today is national bratwurst day . also another recall election day in wisconsin . get out the brat ! i mean vote ! #wi #holiday #vote
101619112194736128	252742529	neutral	" world in union " ( with several opera singers ) for the rugby world cup will be available on august/september(12th ) more HTTP_LINK …
261140278944088066	17572408	negative	AT_USER may i have an industrial revolution code for my pre-order of bioshock infinite ? i got one from the store but cant redeem .
103400539693395968	215613422	neutral	 AT_USER : after hours tonight - jammin , dimples , dury skanx , harry shotta , byron & romo audio download : HTTP_LINK … > big !
250407923388407808	258528171	neutral	anyone want to see knife pay , tommy trash , kill the noise , style of eye , baauer & destructo on oct 26 in nyc ?
241332480488140800	231455061	neutral	boxing news : devon alexander and randall bailey ready to slug it out on september 8th HTTP_LINK
101754693339987970	22085058	positive	AT_USER its ravens 1st !... then jets ... then eagles ... get it right EMOTICON_HAPPY lol
111695689574129664	289607995	negative	2nd episode of family guy , i missed it the first time EMOTICON_HAPPY
223700469317509120	62057114	neutral	this time tomorrow i'll be at the london o2 arena . #vibes
263438077480022016	45976534	neutral	AT_USER just scheduled it today for this saturday ! quite possibly a day trip with no overnight stay in beautiful covina .
249238202303537153	168162721	neutral	have a feeling shotton will play rb tomorrow , just for the long throw .
259938141878759424	132485603	positive	AT_USER this is one of my favourite things about chesters , the pizza's taste fantastic ! alternative to a sunday lunch ?
261634157405409282	586556344	positive	friday - dracula time again at the leicester square theatre at 7.00 pm . not doink anysing ? come and join van helsing ! yes ! it is i !
262311191488118785	215007525	negative	AT_USER aww EMOTICON_SAD im pissed cause i cant download unbroken on youtube anymore sigh , and im also going to the cinema tomorrow EMOTICON_HAPPY
211586338431049729	87700284	positive	we can't possibly say enough good things about both march fouh marching band and moon hooch linking up for ... HTTP_LINK
264203042788892672	96705511	neutral	mizzou moves back the sta time for their opener w/ siue on november 10th because of football . #siuenation HTTP_LINK …
263332246491111424	103968262	neutral	AT_USER nov 25 at the san siro . i pray we would've gotten back our rhythm before then or we'll get embarrased .
225311712008617986	182784794	negative	AT_USER " AT_USER : gagner's agent says talks continue , will have hearing on friday if no deal " msm just proved you're #clueless !
259528581938544640	230863863	negative	work almost over with then these negros won't see my face till monday night !
249809954242977792	53801909	neutral	for my 10th & last pick , i went for d-will ! derrick williams hehe sana mag-breakout na with beasley & johnson gone
171814133451341825	38848185	neutral	the lights will go out at gampel and calhoun will slide to midcou on a wire saturday to try to fire up the crowd . AT_USER 
100016405138784256	10420662	positive	AT_USER AT_USER and the sox beat the yankees today so i can smile !
234017958379274240	608460361	positive	come out and suppo #recapo tomorrow at #silentnight on 113th and king dr. from 4- 8EMOTICON_HAPPY0 pm !!! be the change you want to see .
264247546401140736	337202689	positive	AT_USER AT_USER tomorrow is the big day , see you at #bna
264187809311645697	205426733	positive	hopefully this game in chardon tomorrow we come out with a win ! #tigers
263366711196123137	417509923	negative	i hate watching movies like friday after next on vh1 , bet , mtv , & etc . because they take out the bad language -__- . it's no fun !
261900705219096576	88591873	neutral	george harrison wrote " here comes the sun " from the point of view of a suicidal vampire .
262912242297761792	14063426	positive	what could have made sunday even better for AT_USER champ nick watney ? the fact that he's a huge AT_USER fan . #worldseries
256103696826519552	627458288	positive	getting pumped for the #niners #giants game sunday . and i guess so it kyle williams HTTP_LINK …
264211558014529536	125459927	neutral	AT_USER are u coming up the 17th . davis is playing hawaii for vball so we will see chris webb and scott wong . ur mom & my mom are !
263785245046865920	283210673	neutral	music picks : r . kelly , leonard cohen , cat power : fri 11/2 grace potter & the nocturnals the wiltern if anyone should ... HTTP_LINK
262687624198754305	404848689	neutral	q3 0:54 . eli manning pass intended for victor cruz intercepted by danny mccray at the dallas 35 returned for no gain . 1st & 10 .
209725150621474817	67440720	neutral	AT_USER i have a home boy trying to sign up for the d league try outs june 17th ... his skills a1 , anyway to get him added ?
263041451850620929	314475341	neutral	AT_USER you may already be aware , but alan rickman is in a film called gambit that's coming out soon .
263577785782644736	189442867	positive	knowing the movie industry in kumasi , a movie a titled " ayariga for president " may not be too far away . please don't disappoint me #boxoffice
261220940669677569	221477190	neutral	gunna snow . wc says winter storm watch till 5pm tomorrow .. it was 80*f yesterday
258772742378242048	182864564	neutral	AT_USER i need to see jeremy evans on roni turiaf all over the place tomorrow .
227648484138950656	160085181	negative	centre suffering from ' policy paralysis ' , alleges jayalalithaa : jayalalithaa on tuesday charged the upa go ... HTTP_LINK #news
101770934016417792	149438103	negative	. AT_USER sat next to sanchez in the nou camp before the wycombe game . he didn't like being laughed at when we said he was taking the ..
258617975966420992	351119865	neutral	AT_USER yeah bro ! girls gone wild is hosting a pay friday hahahah . make sure your in shape before bootcamp , otherwise it will suck .
264130180921040896	14414619	positive	i missed the 10th bihday of avril lavigne's sk8er boi ! darn , i love that song , especially the pa where she rhymes boy with boy . #classic
118800204911751168	19224100	neutral	cbs says andy rooney will make his final weekly " 60 minutes " appearance on this sunday's edition : HTTP_LINK ( via AT_USER )
264195024135286785	57000820	positive	AT_USER cof cof ~ someone is going to germany on november 30 ... oh i really envy you EMOTICON_HAPPY HTTP_LINK
263326991267287040	865739299	neutral	AT_USER ugh sooo mean !! oh yeah before i forget ! we have a quiz on nca and english tom , the english analysis she gave us last wed
241225651074527232	39010302	neutral	% of joe pa masks at penn state sat ? or will psu by allow then in the stadium ? is it bad to wear it ? AT_USER 
226474708487532546	59060233	neutral	smooches from fido : yea or nay ? - july 6th was international kissing day ( of the human so ) . later in the month , ca ... HTTP_LINK
263859537868640256	473433973	neutral	day 1 = something staing with a c , channing tatum . #november #challenge #photoaday #sexy #damn HTTP_LINK
264183358769229825	228867626	neutral	tryna make sure everything go as planned saturday . . .
260484080179748864	63487554	positive	aye make sure y'all tell a top notch trill young savage diva chick happy 18th bihday AT_USER 
101679633073836032	175444781	neutral	you work ? AT_USER : going to walk the brooklyn bridge today
194700420680138752	217808761	negative	i guess i should've been out giving out books last night for world book day . instead i sat in large dark room watching the avengers assemble
264135825950916608	500236452	positive	AT_USER aw thanks lou , im getting it out tomorrow tho ahaa x
264184780659253248	317741877	neutral	deal of the hour $2622 & up -- brazil , chile , uruguay & argentina tours w/air : through april HTTP_LINK #deals
245767407623340032	50138608	positive	trill young savage finna walk around the crib naked tomorrow tho . best believe !
264073871488081920	309714774	neutral	AT_USER we changed seats in dental lol , you're in ash's old seat and the chapter is due tomorrow
263161842308890625	62169540	negative	gov . mitch daniels is rallying republicans with a rare appearance that may have violated h HTTP_LINK
263493366212354049	123090769	neutral	AT_USER AT_USER are you going to watch the nuggets tomorrow ???
258155568022294528	23215843	negative	AT_USER main atkinson the man in the middle on sunday . #nufc have never won an away game with him in charge . 6 losses and 4 draws
263390280118579200	13788602	neutral	i think i may know the story of the pay nail . salina gomez jammed her finger the night before the grammy awards . i rock a pay toe today !
263887289313267712	743515699	negative	the fact that so many will vote for a socialist fake liar for president is very very frightening and may bring america to ruin !
244564860921344001	309008726	neutral	AT_USER i meant to ask you , did you get my text sunday night ? james murphy was playing the salty dog
